gene,ko_l2_mean_70d,ko_l2_mean_115d
TOMM20L,0.00016689715,0.00013224031
MILR1,0.0001665651,3.6828096e-05
LINC01054,0.00016614383,5.4476465e-07
MAP4K5,0.00016602606,0.00034934658
TMPRSS6,0.00016583863,0.00035167162
PMS2P5,0.00016575778,9.5672796e-05
ITGB2,0.00016494686,0.0001140076
SNRK-AS1,0.00016449491,0.00022345816
LINC01445,0.0001643714,5.4476465e-07
CPSF4L,0.00016412053,0.00013053221
PIEZO1,0.00016341239,0.00083066575
LINC01814,0.0001633766,0.0006331759
ONECUT3,0.00016287292,5.4476465e-07
INSRR,0.00016267372,4.4378714e-05
NFILZ,0.00016247269,0.0001787964
KCNU1,0.00016229298,0.00021198121
ARHGAP11B,0.00016228233,0.01785433
LVRN,0.00016221643,0.00082910387
IFITM3P3,0.00016212367,3.421189e-05
HSPD1P8,0.00016207017,5.4476465e-07
LINC02361,0.00016189241,7.1514056e-05
SULT6B1,0.00016184017,4.0024337e-05
LINC00689,0.00016177342,0.0003447659
CISTR,0.00016169438,0.00024361683
KRT23,0.00016132931,0.00010953318
PLEKHG7,0.00016126745,5.4476465e-07
LINC01276,0.00016097889,7.1599105e-05
BIN2,0.00016090875,0.00023171821
MNX1,0.0001604141,0.00027139773
LINC01490,0.00016008438,5.4476465e-07
CHRNA10,0.00015975474,0.00036534292
HCG20,0.00015953483,0.00025891874
CILP,0.00015918055,0.00012656189
LINC02460,0.00015914469,5.4476465e-07
FNDC10,0.00015888448,0.00033239662
LINC02506,0.00015876946,8.500716e-05
CELA2A,0.00015832424,5.4476465e-07
SRGAP3-AS4,0.00015827527,0.00011675756
HCK,0.00015794957,0.00023007402
EVI2A,0.00015788621,0.00071451964
WASH9P,0.00015784198,5.4476465e-07
RPL10P19,0.00015736859,0.00021962656
ATAD3C,0.00015736654,0.0005721699
HTR5BP,0.00015731338,0.00011496464
LY86,0.00015707381,2.4808645e-05
TBX18,0.00015674884,7.9196085e-05
GNAI2-1,0.00015671348,0.017216474
LINC01525,0.00015616712,7.020255e-05
SPDYE19P,0.00015605008,0.0001287913
C10orf105,0.00015599042,0.0012405864
TH,0.00015597818,5.4476465e-07
LINC01982,0.00015565698,0.00020319292
TUBA4B,0.00015509162,8.472896e-05
RHBG,0.00015438712,0.00018127079
SPI1,0.00015402348,0.0002566733
FCER1G,0.00015362597,8.6706204e-05
ETNPPL,0.00015344116,6.018478e-05
ELF4,0.00015318477,0.0001457886
LRRC38,0.00015265986,9.867264e-05
CLEC9A,0.0001526325,0.00015260572
GATA3-AS1,0.00015256586,5.4476465e-07
OR51E2,0.00015254045,5.4476465e-07
NOTO,0.0001525288,3.4929963e-05
CDA,0.00015245724,0.000234109
DAND5,0.00015242172,0.00043193196
MATK,0.00015241664,0.0009407333
LINC02624,0.000152363,5.4476465e-07
FLJ40288,0.00015222786,3.0340234e-05
MOBP,0.0001515796,0.00018154044
GGCTP1,0.00015014649,5.4476465e-07
HTR3E,0.00015010782,0.0002996462
UNCX,0.00014993142,0.0013625352
RUFY4,0.00014990689,0.00016913019
AGAP7P,0.00014986568,2.8888582e-05
TAL1,0.00014978045,0.00010379691
CYP3A4,0.00014964676,0.00013581045
LINC00681,0.00014885483,0.00046009012
LINC01622,0.00014857251,0.0002213335
RNU6-1324P,0.00014836495,5.4476465e-07
LINC00692,0.00014834575,5.4476465e-07
CCNP,0.0001482082,0.0003142159
TNIP3,0.00014756864,0.0001051176
LINC01763,0.00014711695,0.00012462374
MGAT4D,0.00014675106,7.876078e-05
ZNF503,0.00014654218,0.00026073155
RNF207,0.00014649256,0.0009972665
AATBC,0.00014648147,0.00018876261
TXNDC8,0.00014608413,5.4476465e-07
TMEM176B,0.00014588366,5.4476465e-07
PTF1A,0.00014564727,0.0044993795
ELMO3,0.00014562113,0.00057959446
CD248,0.00014561713,6.8732435e-05
TGM2,0.00014552953,9.436387e-05
EGR4,0.00014535511,5.4476465e-07
HIC1,0.00014530515,0.00030491364
LINC02604,0.00014496771,0.00091390766
LINC01094,0.000144833,0.00047450748
TMEM238L,0.00014471402,0.00017042282
MT1G,0.00014468202,0.00016918688
MROH3P,0.00014462194,8.515787e-05
RASD2,0.00014457616,0.00034496083
CSF1R,0.00014452326,0.00043017257
ETV3L,0.00014411547,4.8865084e-05
CLDN10-AS1,0.0001439729,5.245944e-05
EGILA,0.00014385613,3.748356e-05
HLA-DRA,0.00014370757,0.0009102031
GPR176-DT,0.00014330198,5.4476465e-07
ODAD2P1,0.00014263492,3.2308348e-05
PCARE,0.00014262357,0.00010070997
PTP4A2P2,0.00014256696,5.4476465e-07
PIWIL1,0.00014249292,8.2487175e-05
LINC01242,0.00014228272,0.0002188893
CAPN14,0.00014195016,0.00035426894
LINC02718,0.00014184305,0.0002329157
MIR663AHG,0.00014164385,0.0017050374
BTN3A3-1,0.00014156777,0.00063899683
LINC01509,0.0001414247,5.4675085e-05
LCK,0.00014105903,2.7946697e-05
ARHGEF16,0.00014097331,0.00031979705
SLC35G5,0.00014095622,0.00018197259
NPAS4,0.00014094384,5.4476465e-07
ZSCAN26,0.00014050052,0.0050118547
ADAM33,0.0001404276,0.0063057607
LINC02857,0.0001403988,3.7039503e-05
TEX43,0.00014016958,0.00012212509
TMEM63C,0.00014007757,0.0025464932
C2CD4D-AS1,0.00013986474,8.574626e-05
TMEM71,0.00013933961,0.00014336257
MRTFA,0.00013890014,8.156256e-05
ARRDC5,0.00013867953,5.4476465e-07
LASTR,0.00013822487,7.649126e-05
LINC01210,0.00013815737,0.00019225138
ANKRD62,0.00013749584,0.00011163654
FAM209B,0.00013739833,5.4476465e-07
ALX4,0.00013722964,0.0001430665
PGR-AS1,0.00013715822,3.5342222e-05
LINC00836,0.00013713707,3.7309364e-05
CPA4-1,0.00013603363,4.9648585e-05
LINC02734,0.00013558852,0.000103380735
LINC02519,0.000135302,0.00029959693
CSNKA2IP,0.0001346486,0.00015785568
CRHBP,0.00013414913,5.4476465e-07
ESRP1,0.00013387325,6.715659e-05
PDE6A,0.0001337922,0.00055757887
APOB,0.00013377026,5.4476465e-07
LINC02466,0.00013351868,5.4476465e-07
RNA5SP343,0.0001335052,5.4476465e-07
TEMN3-AS1,0.00013316129,6.895596e-05
ULK4P2,0.000133115,0.00013562855
LINC02096,0.00013304639,3.3427314e-05
CYP2E1,0.00013281242,0.0006434907
FAM110C,0.00013192488,0.00043502802
LINC02432,0.00013178366,0.00010316709
CCKBR,0.00013125301,0.00020807826
KCNE3,0.00013122031,0.0001061646
LINC00331,0.00013118691,5.4476465e-07
FAM151A,0.00013093403,0.00042073248
BCRP3,0.00013086754,2.713264e-05
SPECC1P1,0.00013084307,5.4476465e-07
LINC02733,0.00013084195,3.6649133e-05
MLANA,0.00013067629,0.0007110207
LINC01082,0.00013025627,5.4476465e-07
CHRNG,0.00013008445,0.00018114776
LINC02309,0.0001300785,4.0994102e-05
BOLA2P3,0.00012981145,5.4476465e-07
BPIFB9P,0.0001297509,0.00015497408
ERFL,0.00012946609,0.00027568082
HMGB1P45,0.00012946366,5.4476465e-07
LINC01637,0.00012923041,8.568733e-05
PTRH2-1,0.00012908172,5.4476465e-07
LINC01682,0.00012898812,3.661884e-05
MLPH,0.00012862447,0.0005768374
RPS4XP2,0.00012832992,5.4476465e-07
UCKL1-AS1,0.00012810696,0.00046663728
JAKMIP1-DT,0.00012795739,3.189991e-05
SCN2B,0.00012761487,0.00040699838
LHX6,0.00012754695,0.0005181045
SMPDL3B,0.00012728304,0.00012493576
GDNF-1,0.0001271122,0.016065126
LINC02877,0.0001270292,0.0006731575
LINC02668,0.00012695613,0.0002161693
VTRNA2-1,0.00012666846,5.4476465e-07
WWOX-AS1,0.00012666518,0.00064028753
CD38,0.00012661988,0.0034836945
HPX,0.0001266104,0.00049450796
MUC1,0.00012653923,0.0011397809
IFIT6P,0.00012636253,0.00013617685
UVRAG-DT,0.0001260432,3.855726e-05
ACE,0.00012588176,9.472992e-05
MBD3L1,0.00012553784,6.4475826e-05
FAM153B,0.0001254653,0.0001643527
A4GALT,0.00012538098,0.000470724
FLJ13224,0.00012534669,5.4476465e-07
NDUFV2P1,0.00012517582,5.4476465e-07
LINC02520,0.00012500612,4.0105853e-05
CACNG6,0.00012496572,3.8690145e-05
PCDHGA12,0.00012470836,0.00046120296
SH2D6,0.00012463168,5.4476465e-07
LINC02663,0.00012368133,7.911589e-05
LST1,0.00012363064,4.0644914e-05
TMEM40,0.00012354675,5.4476465e-07
GDPD4,0.00012337866,0.00036633713
MYCNUT,0.00012329883,6.600629e-05
AQP6,0.00012312355,7.021949e-05
BAGE2,0.00012305706,5.4476465e-07
ZNF836,0.00012305696,0.0011746273
EML2-AS1,0.0001228693,5.4476465e-07
GFI1B,0.00012244841,0.00010472938
LHX8,0.00012228248,5.4476465e-07
HLA-DPA1,0.00012216253,6.403504e-05
ADAMTS4,0.00012213319,9.983902e-05
TNFAIP8L3,0.00012205521,0.000464184
IL23R,0.00012197445,6.886546e-05
AQP4,0.00012190495,0.019554488
LINC00682,0.0001218772,0.000111351736
NEURL1-AS1,0.00012179393,0.00033322434
FLT3LG,0.00012178003,0.0005212064
TPTE,0.00012175172,0.0005626128
SNTN,0.00012157344,0.000117663854
LINC01945,0.00012149233,3.1347445e-05
MS4A8,0.00012133024,0.002738395
NKX2-8,0.00012131437,0.00013768963
FOXF2,0.00012113929,0.00010730643
LINC02264,0.0001207642,6.810181e-05
PSMA6P2,0.000120660334,5.4476465e-07
GOLGA6L2,0.00012049168,0.00024969858
LINC01402,0.00012032295,0.00012546142
PKD1L1-AS1,0.000120293116,2.4750889e-05
TRPV2,0.000119957636,0.00017552626
HPAT5,0.00011989815,5.4476465e-07
LINC00879,0.0001197757,7.316739e-05
PLAAT5,0.00011974143,0.00021633442
LINC02653,0.000119723,0.00018821108
KIF25,0.00011962891,0.00020992476
TERF1P7,0.000119601464,3.2458665e-05
RGSL1,0.00011959908,0.0002658413
HOXA2,0.0001193749,0.00062808127
LINC00501,0.00011937372,0.000104128194
COL6A4P1,0.00011920739,0.000115747214
PIK3R6,0.00011919003,0.00016063794
TECTB,0.00011827166,3.310406e-05
SKOR1,0.00011819425,0.00094726076
LINC01623,0.00011816624,5.4476465e-07
MESP2,0.00011811796,0.00012586318
FAM242C,0.00011808973,8.4497864e-05
CECR7,0.00011789437,0.00029578048
SPEGNB,0.0001177938,8.14341e-05
GSC,0.000117560936,6.8145775e-05
TRPC7-AS1,0.00011752528,3.1607076e-05
TLR5,0.0001173684,0.00026104314
SNHG3,0.00011715022,0.0016731885
PHOX2B-AS1,0.00011709243,6.376904e-05
MKI67P1,0.00011691802,3.7126705e-05
NOL4L-DT,0.000116744974,0.0001398852
BTN1A1,0.00011662438,5.4476465e-07
PSG2-1,0.000116601215,5.4476465e-07
LCMT1-AS2,0.00011655214,0.00032567658
L1CAM-AS1,0.00011626577,5.4476465e-07
CYP2D8P,0.00011622186,5.4476465e-07
P2RX1,0.000116172814,5.4476465e-07
SSTR1,0.00011591788,0.00062105333
ZNF385D-AS1,0.0001158932,0.001060835
ZNF71,0.00011583962,0.0018272519
DDX55P1,0.00011581645,2.8498955e-05
GRK7,0.00011575626,0.0003436682
GGT5,0.00011556523,4.3113007e-05
RASGEF1A,0.000115306255,0.00042303384
LINC02217,0.00011486302,0.00031940074
LINC02851,0.00011456722,0.000110865716
RPL32P34,0.00011419025,3.5357065e-05
LINC02642,0.000114034774,3.0328227e-05
PRRX2,0.000113836744,5.858533e-05
TEX36,0.00011364524,0.0002144418
RD3,0.00011362985,9.538265e-05
PNLDC1,0.000113541995,6.989419e-05
WNT11,0.000113489055,0.0046504983
TFAP2D,0.00011346597,6.871417e-05
ODF3L2,0.000113137525,0.00022607033
LEMD1-AS1,0.00011299847,0.00014060143
L3MBTL4-AS1,0.00011289904,0.00029232586
HM13-AS1,0.00011258213,0.00016634543
LPAR5,0.00011227454,6.136765e-05
GBX1,0.000112270536,0.00043034044
CLEC18B,0.00011196059,0.0001915837
LINC01446,0.00011172965,0.00019802531
BICRA,0.000111604844,0.0022246768
CCNO,0.00011118664,0.00078894413
HGD,0.00011084048,0.000119858305
FXYD2,0.000110804234,0.00041452807
INSM2,0.00011000118,8.110526e-05
LINC02227,0.00010981082,0.00014923546
OTOP2,0.00010973299,5.4476465e-07
OR5V1,0.00010949809,0.00025758633
LINC03043,0.000109343964,2.7045147e-05
ARSF,0.00010878695,0.00043564444
SCX,0.000108622524,0.0016756861
LINC00968,0.00010844387,2.883126e-05
DLX6,0.0001080781,0.00032973575
LINC00616,0.000107975844,0.00011755001
LINC02100,0.00010788845,2.5024665e-05
ZSWIM5P2,0.000107782755,5.4476465e-07
CAPN6,0.000107769134,0.00014525863
TULP3P1,0.00010681472,5.4476465e-07
INSC,0.00010655501,0.00017961703
HIGD2B,0.00010635538,3.5611898e-05
CAPN13,0.000106345644,0.00010738399
LINC02547,0.00010622739,5.4476465e-07
VAV3-AS1,0.0001058708,3.3448894e-05
TDO2,0.00010570498,5.4476465e-07
RSC1A1-1,0.000105464685,8.9033216e-05
SKAP1-AS1,0.00010544309,6.8557005e-05
CHRNB3,0.000105113075,0.0001218676
CYP11B1-1,0.000104822975,2.1152844e-05
UBXN7-AS1,0.0001048014,0.00021508396
LINC02509,0.00010472463,3.7004607e-05
ARHGDIB,0.00010471372,0.00057266577
ZNF419,0.00010471177,0.0015716259
LINC02347,0.00010467258,0.00043575914
KREMEN2,0.00010461929,3.5967558e-05
SEZ6L-AS1,0.00010422349,0.00047519096
ZNF587B,0.000103800696,0.008248373
LINC02777,0.0001037885,0.00027676823
HOXB2,0.00010377196,0.0027506405
SLC47A1P2,0.0001036789,5.4476465e-07
DAO,0.00010359353,0.0005148502
FAAHP1,0.00010354414,4.0034618e-05
LDLRAD2,0.000103364946,0.00017639976
BCL6B,0.00010332266,4.0011735e-05
TLR3,0.000103284816,0.00017722983
PPIAP51,0.000103163286,0.00010205516
TAFA3,0.00010297458,5.4476465e-07
FAM186B,0.00010281224,0.001004833
LPGAT1-AS1,0.00010277759,5.4476465e-07
RGS1,0.000102762104,0.00017797167
SMIM5,0.000102675134,0.00055014784
C9orf43,0.00010254873,0.00025243952
OR2B6,0.00010245651,5.4476465e-07
LINC02780,0.00010179057,5.4476465e-07
LINC01905,0.00010175132,8.874379e-05
LINC02880,0.00010163366,3.8060316e-05
LINC01765,0.000101436664,0.0008586368
CLCA4-AS1,0.00010137508,0.0005160663
CDH5,0.00010134283,0.0001060654
MAL2-AS1,0.0001013209,0.00026497064
MYL7,0.0001012463,0.00017104513
LINC01915,0.00010114951,0.00015072386
LINC01764,0.000100919504,5.4476465e-07
NRXN2-AS1,0.00010089286,6.716195e-05
SKOR1-AS1,0.000100592355,5.4476465e-07
TNFRSF1B,0.000100514226,3.4084e-05
ACSM1,0.00010040955,2.4515786e-05
MDFIC2,0.00010029249,5.4476465e-07
SLC30A2,0.000100284095,0.00012588267
INHBC,9.994614e-05,4.9362363e-05
HOOK3,9.9868565e-05,5.4476465e-07
AACSP1,9.982074e-05,5.4476465e-07
PDGFB,9.976645e-05,0.00022172103
ACTA1,9.936519e-05,5.4476465e-07
SIGLEC10,9.922738e-05,0.00019567073
MINDY4B,9.8903685e-05,0.00015446715
LINC01141,9.870777e-05,0.00060595945
BEST2,9.814855e-05,3.980719e-05
PDYN-AS1,9.750486e-05,5.6983245e-05
WDR95P,9.745523e-05,7.453702e-05
ABCG8,9.7105294e-05,7.183362e-05
LINC01641,9.6834054e-05,0.00011117779
RHOXF1,9.648163e-05,0.0004959692
LINC00383,9.6439915e-05,5.4476465e-07
MIXL1,9.643413e-05,5.4476465e-07
PROM2,9.6420124e-05,0.0007395086
ROPN1B,9.6124226e-05,0.00025987174
OR55B1P,9.601718e-05,5.4476465e-07
EXOC3L1,9.591529e-05,9.81416e-05
LINC00469,9.57801e-05,5.4476465e-07
SH3RF3-AS1,9.5719945e-05,2.0415324e-05
PLA2G5,9.566268e-05,0.00021131067
ADCYAP1,9.5485164e-05,0.0010388065
SLC26A9,9.5400894e-05,0.00010523278
CYP4B1,9.512037e-05,6.861687e-05
CSTA,9.490817e-05,3.0107847e-05
TINAG,9.4617804e-05,5.6363035e-05
ARHGEF2-AS1,9.450494e-05,5.4476465e-07
LDHD,9.410565e-05,7.552175e-05
HEPACAM2,9.379959e-05,5.4476465e-07
OASL,9.3740964e-05,2.6604768e-05
LINC02605,9.37307e-05,0.002358212
FUT6,9.338785e-05,0.00015036177
LMAN1L,9.3326715e-05,0.00019641987
LINC00992,9.305039e-05,0.00019253355
GACAT2,9.283357e-05,5.4476465e-07
LINC02532,9.2643335e-05,0.00013227544
LINC01846,9.2586444e-05,0.00034041598
LINC00261,9.2361224e-05,0.0007798345
ACTG2,9.227546e-05,5.4476465e-07
LINC02102,9.163572e-05,0.00056522206
LINC00870,9.151699e-05,0.00018142129
LINC01291,9.103205e-05,0.00017986362
NMRK2,9.0996626e-05,5.4476465e-07
LINC00587,9.078459e-05,2.6746591e-05
GOLGA8M,9.073679e-05,0.000113791095
RBPMS-AS1,9.052148e-05,4.380324e-05
MAN1A2P1,8.993947e-05,6.9477945e-05
LINC02549,8.963842e-05,0.00036293268
LINC01716,8.961339e-05,8.479143e-05
CHRND,8.9592126e-05,5.4476465e-07
ZNF890P,8.952588e-05,3.0027637e-05
DLGAP2-AS1,8.937924e-05,6.281134e-05
ZNF607,8.9322544e-05,0.001965488
LINC02643,8.908893e-05,9.156703e-05
C1QL3,8.897e-05,0.00018075145
FAM228A,8.8909284e-05,0.0008118814
IKZF3,8.890333e-05,3.353449e-05
FMO3,8.8868735e-05,0.00052122795
LINC01202,8.8831715e-05,5.4476465e-07
SPACA7,8.877539e-05,5.4476465e-07
LINC01802,8.863036e-05,4.8614307e-05
MUC16,8.861723e-05,0.00014615468
KASH5,8.8579116e-05,5.4476465e-07
LINC00323,8.8420835e-05,5.4476465e-07
RPS2P35,8.792292e-05,3.390971e-05
F5,8.781843e-05,0.0002423212
ARL13A,8.77353e-05,0.0004004786
C9,8.76238e-05,6.527941e-05
LINC02582,8.755075e-05,1.859187e-05
UBE2U,8.7505934e-05,0.000102400605
FMR1NB,8.747225e-05,6.196856e-05
LINC02174,8.724188e-05,4.2196665e-05
LINC02211,8.722834e-05,0.0001444038
RPS15P9,8.720222e-05,5.4476465e-07
LINC02064,8.716239e-05,4.831616e-05
PA2G4P2,8.681141e-05,5.4476465e-07
HECW2-AS1,8.654724e-05,1.8901845e-05
CLRN1,8.6405846e-05,8.724695e-05
LINC01886,8.636895e-05,9.736335e-05
AHSP,8.623038e-05,7.430528e-05
LINC02546,8.6184424e-05,6.3721156e-05
LINC01992,8.593754e-05,0.00012307042
ELF3,8.5305765e-05,5.4476465e-07
RPS3AP4,8.490191e-05,5.4476465e-07
NOX3,8.467428e-05,5.4476465e-07
GPR183,8.4667416e-05,0.00022993516
LINC01844,8.4609324e-05,0.0002953128
KRTCAP2P1,8.441424e-05,5.4476465e-07
MT1M,8.4404586e-05,0.000499535
FBF1,8.421664e-05,5.4476465e-07
TBR1,8.393787e-05,0.004798584
FAM245A,8.380984e-05,0.00011120645
KCNJ15,8.3763305e-05,1.925722e-05
LINC02974,8.3646904e-05,0.00021417487
LINC01595,8.358972e-05,5.4476465e-07
LINC02636,8.343945e-05,0.00097471697
DGAT2L6,8.341162e-05,0.00029057832
AKT1S1,8.3400926e-05,0.0014491092
DES,8.3387735e-05,8.406576e-05
CD8B,8.32325e-05,0.00012612721
TBX15,8.32311e-05,0.0006222999
ARRDC2,8.3136816e-05,0.0002253122
RPL7P47,8.2909704e-05,5.4476465e-07
ADGRD2,8.285427e-05,0.00041252314
RNU5D-1,8.27922e-05,5.4476465e-07
MST1R,8.274226e-05,0.00011460214
PADI3,8.23994e-05,5.7460158e-05
LINC01679,8.228746e-05,5.4476465e-07
NKX2-1,8.188858e-05,0.00032616773
LINC02751,8.188233e-05,2.3073586e-05
CT69,8.176173e-05,6.2447514e-05
LNCBRM,8.1684644e-05,0.0002832332
ITGBL1,8.125609e-05,0.0001448756
LINC02106,8.1161044e-05,5.4476465e-07
HNF1A,8.098349e-05,5.41649e-05
WT1,8.087195e-05,0.000100224264
CCDC27,8.036593e-05,5.4476465e-07
LINC00858,8.026822e-05,8.260524e-05
P2RX5-TAX1BP3,7.976111e-05,5.4476465e-07
PTH,7.9581085e-05,0.0004889122
WNT10A,7.9561396e-05,5.4476465e-07
LINC01381,7.9251084e-05,0.00015304214
STEAP3,7.923252e-05,0.00042501255
LINC02165,7.917549e-05,4.8865484e-05
P2RY13,7.900232e-05,0.00035747062
MR1,7.896363e-05,2.7019234e-05
NUP210P3,7.884856e-05,2.0917674e-05
DDTL,7.874858e-05,0.00011390483
PCDHA3,7.858859e-05,5.561459e-05
OCM,7.838893e-05,0.00014626316
LINC02004,7.797704e-05,5.4476465e-07
LINC01194,7.783008e-05,0.00012936442
CLEC1B,7.753158e-05,5.4476465e-07
SPAAR,7.740371e-05,2.3941308e-05
HOXB-AS1,7.732953e-05,0.000975044
RXYLT1-AS1,7.715984e-05,0.00026626672
IATPR,7.7146964e-05,9.836279e-05
CD69,7.7141696e-05,5.4476465e-07
LINC02057,7.704149e-05,0.00012425572
TRPM2,7.7035045e-05,0.0008706549
CD79A,7.6902914e-05,5.4476465e-07
HNRNPA3P11,7.675432e-05,2.4415018e-05
LINC01919,7.673935e-05,5.4285054e-05
SLC13A1,7.6728466e-05,5.4476465e-07
ZFP91-CNTF,7.672431e-05,2.6205014e-05
GPR150,7.663091e-05,5.4476465e-07
ADAMTS7P4,7.641519e-05,0.00013467338
MTCO3P12,7.627945e-05,0.00032391842
CD300LF,7.596289e-05,2.4275516e-05
DNAAF6,7.5778116e-05,0.000354817
FITM1,7.5627504e-05,0.00012448018
NXF4,7.548071e-05,2.6876898e-05
PHOX2A,7.544043e-05,5.4476465e-07
ACOD1,7.531273e-05,5.4476465e-07
GRAP,7.527029e-05,0.00012839847
CELF2-DT,7.526651e-05,0.00081156334
ANKRD20A9P,7.5209944e-05,4.18602e-05
GPR83,7.510141e-05,2.264465e-05
CFHR1,7.5052565e-05,5.4476465e-07
LINC02177,7.48795e-05,0.00037869866
CTNNA2-AS1,7.480842e-05,0.0002318456
RBAKDN,7.480084e-05,0.00015660834
LINC02119,7.4789365e-05,2.9582608e-05
RPRM,7.459121e-05,0.0022393984
PLA2G4E-AS1,7.45897e-05,3.8847433e-05
VEGFD,7.4570635e-05,9.5374664e-05
LINC02505,7.441439e-05,5.4476465e-07
FAM83G,7.4304306e-05,7.108006e-05
LINC02740,7.425248e-05,0.00013036361
C1orf127,7.424614e-05,3.6173133e-05
LINC01612,7.408332e-05,5.5944678e-05
MACC1-AS1,7.4007046e-05,3.8293983e-05
FFAR1,7.395054e-05,5.4476465e-07
LHX3,7.379263e-05,6.777159e-05
PPM1J,7.3553136e-05,9.5003255e-05
SMIM23,7.351901e-05,5.4476465e-07
BMP8B,7.3436204e-05,0.00024046701
LINC00518,7.3412215e-05,8.387192e-05
RPL21P11,7.3324816e-05,2.9399218e-05
GUCY2GP,7.3172145e-05,5.4476465e-07
RBMS3-AS1,7.2958755e-05,0.0004977798
WNT8A,7.2905066e-05,8.763584e-05
RRN3P2,7.277691e-05,8.617713e-05
LEXM,7.2704446e-05,2.0672807e-05
BTG2-DT,7.270244e-05,5.4476465e-07
NRAP,7.2678034e-05,2.237842e-05
CPB1,7.26533e-05,0.00023286341
RTL10,7.260632e-05,0.0019342401
LINC02218,7.257979e-05,5.4476465e-07
ALX3,7.247454e-05,0.000228195
PRDM10-DT,7.243624e-05,5.4476465e-07
LINC00596,7.238479e-05,4.178374e-05
LINC02005,7.2361174e-05,2.1755288e-05
CHRFAM7A,7.2153416e-05,0.00043892834
DCAF8L2,7.211897e-05,4.9086222e-05
LINC02689,7.191993e-05,2.5405885e-05
TRG-AS1,7.175309e-05,5.4476465e-07
STING1,7.161242e-05,4.681366e-05
LINC02044,7.149565e-05,0.0002685919
SMIM22,7.126151e-05,3.92382e-05
LINC01150,7.1255694e-05,5.5372435e-05
SLC6A13,7.124189e-05,0.00011327602
HOXA3,7.1172726e-05,0.001289545
MTRNR2L12,7.114705e-05,0.01505877
GPR101,7.113005e-05,9.277764e-05
PLGLB2,7.11242e-05,0.0008695327
SUN3,7.093553e-05,0.00014299889
FANCD2P2,7.0898415e-05,2.1359723e-05
LINC01080,7.089115e-05,0.00077697425
RN7SL170P,7.0839706e-05,1.7272845e-05
LINC01486,7.077495e-05,2.7939457e-05
GUCA1C,7.077087e-05,3.4093784e-05
SNORD13,7.069234e-05,5.4476465e-07
KCNJ5,7.052355e-05,0.00033034105
CALCA,7.0509355e-05,0.0006212537
MCHR2-AS1,7.042036e-05,0.00015238096
LBP,7.026785e-05,3.9477727e-05
S100G-1,7.02092e-05,0.0007184324
RPL35P1,6.988339e-05,5.4476465e-07
CSF2RA,6.978718e-05,0.0003452219
GSN-AS1,6.947858e-05,5.8789763e-05
LINC01899,6.941571e-05,9.9812685e-05
SIGLEC15,6.930182e-05,0.00015123616
CBLC,6.9218084e-05,0.00013347642
DCLRE1CP1,6.916983e-05,6.238609e-05
LINC02444,6.903211e-05,2.610505e-05
C17orf98,6.900644e-05,6.3606836e-05
PSG4,6.8860965e-05,0.0001888614
OTP,6.8805886e-05,0.00011450526
TRAC,6.8572976e-05,0.00012067874
TMEM184A,6.855869e-05,5.4476465e-07
LINC02759,6.852241e-05,3.6483652e-05
FAM167B,6.850733e-05,0.0004525714
LINC02862,6.844164e-05,3.5132744e-05
LINC01538,6.841959e-05,6.6611785e-05
LINC02831,6.840787e-05,4.935826e-05
TECRL,6.839786e-05,5.4660446e-05
NDP-AS1,6.830094e-05,0.00012703602
KRT17,6.82965e-05,5.4476465e-07
GABRP,6.824144e-05,8.980097e-05
DAPP1,6.810316e-05,5.4476465e-07
LINC01750,6.803731e-05,0.00063253887
FAM66E,6.800756e-05,0.00021825059
MICB,6.79709e-05,2.8076016e-05
ARHGEF15,6.7877525e-05,5.4476465e-07
HLA-DQB1,6.783033e-05,8.5944084e-05
CRLF2,6.76166e-05,4.5046017e-05
LINC01201,6.759909e-05,0.00022001995
RPL35AP31,6.748931e-05,9.871468e-05
SEPTIN7P6,6.729885e-05,5.4476465e-07
TAS2R14,6.726083e-05,0.0018922122
ST6GALNAC1,6.725548e-05,4.777404e-05
CLDN23,6.6908215e-05,5.8598915e-05
MRGPRX3,6.688091e-05,5.4476465e-07
HEMGN,6.677904e-05,5.4476465e-07
G6PC1,6.674697e-05,5.4476465e-07
PABPC1L2A,6.662679e-05,8.940371e-05
MEIOSIN,6.660103e-05,3.009556e-05
VTN,6.65437e-05,0.00014833693
ADGRF1,6.653272e-05,3.558098e-05
PSMB9,6.6263485e-05,0.00079014554
MIR3663HG,6.623483e-05,7.998334e-05
KCNJ1,6.621697e-05,2.9671528e-05
FGF23,6.5809916e-05,5.4476465e-07
SEPTIN12,6.578318e-05,0.000118681484
LINC02726,6.5762906e-05,8.836719e-05
WNK4,6.571387e-05,7.1595336e-05
LINC02629,6.558174e-05,5.4476465e-07
SPATA41,6.545995e-05,3.8954895e-05
IFITM10,6.5379216e-05,0.00060107
C3orf84,6.5206055e-05,0.00020734186
PHLDA2,6.5172e-05,5.4476465e-07
SPAG4,6.51284e-05,0.0001645772
RN7SL178P,6.482403e-05,5.4476465e-07
SLC39A3,6.4782216e-05,0.002371358
RPS7P4,6.474724e-05,5.4476465e-07
ANGPTL8,6.4676016e-05,3.2059877e-05
ERN2,6.4408094e-05,3.724449e-05
SLC26A10P,6.42579e-05,0.00062094984
TYROBP,6.411016e-05,5.712947e-05
LINC02481,6.376805e-05,3.3896205e-05
